,일시,총발전량(kWh),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),합계 일사량(w/m2)
1018,2020-04-22,5789,5.1,10.6,0.0,5.4,42.6,13.4,19.92,3.4,5533.333333333333
1019,2020-04-23,6361,4.1,14.2,0.0,4.0,47.9,13.4,26.74,0.1,7427.777777777777
1020,2020-04-24,6448,0.4,14.8,0.0,4.1,60.1,13.5,26.87,0.4,7463.888888888889
1021,2020-04-25,5183,7.0,17.6,0.0,4.6,60.0,13.5,22.71,1.4,6308.333333333333
1022,2020-04-26,6544,2.8,18.3,0.0,2.4,51.3,13.5,27.38,2.4,7605.555555555556
1023,2020-04-27,6354,2.9,18.4,0.0,2.3,53.4,13.6,24.65,2.1,6847.222222222223
1024,2020-04-28,6209,2.6,18.6,0.0,2.7,68.4,13.6,26.33,0.8,7313.888888888889
1025,2020-04-29,6158,7.1,20.7,0.0,2.5,52.1,13.6,26.56,0.6,7377.777777777777
1026,2020-04-30,6141,5.9,22.1,0.0,3.2,68.1,13.7,18.2,4.1,5055.555555555556
1027,2020-05-01,5590,15.4,23.0,0.0,4.8,85.3,13.7,15.85,7.4,4402.777777777777
1028,2020-05-02,3597,16.4,22.5,0.0,2.8,81.0,13.8,10.8,8.6,3000.0
1029,2020-05-03,4665,15.8,25.0,1.9,1.7,75.6,13.8,17.45,7.3,4847.222222222223
1030,2020-05-04,6230,9.7,24.3,0.0,2.1,73.6,13.8,25.45,5.9,7069.444444444444
1031,2020-05-05,1823,8.5,16.6,7.9,1.4,89.6,13.8,6.54,6.8,1816.6666666666667
1032,2020-05-06,6560,9.7,26.0,0.0,1.9,63.1,13.9,28.01,2.5,7780.555555555556
1033,2020-05-07,6364,11.3,27.4,0.0,1.8,39.5,13.9,26.51,6.1,7363.888888888889
1034,2020-05-08,4982,12.5,24.9,7.6,1.6,50.4,13.9,18.99,8.1,5275.0
1035,2020-05-09,732,12.4,18.7,22.3,3.4,96.0,14.0,2.26,9.6,627.7777777777778
1036,2020-05-10,3800,11.9,17.4,0.9,2.7,91.9,14.0,9.03,7.0,2508.3333333333335
1037,2020-05-11,5602,12.1,20.2,2.3,2.7,78.6,14.0,23.17,5.0,6436.111111111111
1038,2020-05-12,5530,9.6,19.7,0.0,3.5,73.5,14.1,22.82,2.3,6338.888888888889
1039,2020-05-13,7001,6.8,21.3,0.0,2.4,58.5,14.1,28.57,0.1,7936.111111111111
1040,2020-05-14,5067,11.4,25.0,0.0,1.5,40.6,14.1,20.16,9.1,5600.0
1041,2020-05-15,899,14.0,19.7,18.5,2.1,86.8,14.1,2.8,9.5,777.7777777777778
1042,2020-05-16,1760,13.5,17.5,0.2,2.2,93.8,14.2,8.59,7.0,2386.1111111111113
1043,2020-05-17,4913,13.0,25.5,0.0,1.7,83.6,14.2,22.37,4.3,6213.888888888889
1044,2020-05-18,3692,12.6,27.6,20.1,2.2,82.9,14.2,11.15,8.0,3097.222222222222
1045,2020-05-19,2932,11.6,18.3,7.9,3.0,75.6,14.2,14.35,6.9,3986.1111111111113
1046,2020-05-20,6652,10.7,20.1,0.0,1.8,58.3,14.3,23.78,4.9,6605.555555555556
1047,2020-05-21,5512,9.4,23.3,0.0,1.4,69.3,14.3,22.3,4.6,6194.444444444444
1048,2020-05-22,3981,12.8,23.6,0.0,1.8,75.0,14.3,18.86,7.9,5238.888888888889
1049,2020-05-23,6120,13.6,23.6,0.0,2.0,72.8,14.3,26.93,4.9,7480.555555555556
1050,2020-05-24,3667,13.2,22.0,10.9,2.8,82.6,14.4,20.61,7.0,5725.0
1051,2020-05-25,3047,13.1,20.5,0.0,1.4,83.3,14.4,16.79,8.3,4663.888888888889
1052,2020-05-26,4913,12.5,23.9,0.7,1.4,79.8,14.4,20.34,7.3,5650.0
1053,2020-05-27,7181,11.7,23.7,0.0,1.5,72.6,14.4,27.87,5.0,7741.666666666667
1054,2020-05-28,6658,10.9,22.9,0.0,1.8,75.0,14.5,28.09,2.1,7802.777777777777
1055,2020-05-29,7076,11.5,27.1,0.0,1.3,71.9,14.5,25.94,5.0,7205.555555555556
1056,2020-05-30,6576,13.3,28.7,0.0,1.4,62.8,14.5,23.74,4.6,6594.444444444444
1057,2020-05-31,5187,13.8,25.3,0.1,1.9,66.5,14.5,18.62,6.0,5172.222222222223
1058,2020-06-01,7356,14.0,23.7,0.0,3.0,78.8,14.5,29.87,3.8,8297.222222222223
1059,2020-06-02,3098,13.6,22.3,4.1,2.0,82.4,14.5,11.63,8.6,3230.5555555555557
1060,2020-06-03,5458,17.2,25.5,3.4,2.3,88.3,14.6,20.28,6.4,5633.333333333333
1061,2020-06-04,5552,18.3,23.5,0.0,3.1,93.8,14.6,9.12,7.1,2533.3333333333335
1062,2020-06-05,5326,17.1,28.4,0.3,1.5,81.6,14.6,19.65,6.3,5458.333333333333
1063,2020-06-06,5932,15.9,29.2,0.0,1.6,77.0,14.6,24.79,3.9,6886.111111111111
1064,2020-06-07,6461,17.0,26.4,0.2,2.1,82.0,14.6,21.82,5.6,6061.111111111111
1065,2020-06-08,6134,16.8,31.1,0.0,1.3,64.0,14.6,26.78,0.4,7438.888888888889
1066,2020-06-09,6469,16.4,33.1,0.0,1.4,56.4,14.6,27.58,2.6,7661.111111111111
1067,2020-06-10,4911,18.8,33.2,35.7,1.5,73.3,14.6,19.79,8.3,5497.222222222223
1068,2020-06-11,6794,19.7,29.6,2.6,1.7,80.9,14.6,23.69,4.1,6580.555555555556
1069,2020-06-12,2642,18.9,26.0,0.6,0.9,89.4,14.6,9.39,9.6,2608.3333333333335
1070,2020-06-13,5571,20.1,30.6,0.3,1.9,81.1,14.7,24.39,7.4,6775.0
1071,2020-06-14,5618,18.6,28.6,0.1,2.4,77.0,14.7,20.81,5.6,5780.555555555556
1072,2020-06-15,6271,16.9,26.1,0.0,2.2,76.3,14.7,25.4,5.0,7055.555555555556
1073,2020-06-16,5979,19.4,27.2,0.0,2.0,74.8,14.7,26.43,6.8,7341.666666666667
1074,2020-06-17,5090,18.0,26.7,0.0,1.5,77.1,14.7,17.14,9.4,4761.111111111111
1075,2020-06-18,2412,19.7,25.7,0.0,1.3,76.0,14.7,10.63,9.4,2952.777777777778
1076,2020-06-19,5046,19.4,29.3,0.0,1.8,69.0,14.7,25.06,5.4,6961.111111111111
1077,2020-06-20,5253,17.1,27.3,0.0,1.7,78.8,14.7,26.76,1.4,7433.333333333333
1078,2020-06-21,6322,18.2,31.3,0.0,1.6,66.4,14.7,27.36,2.1,7600.0
1079,2020-06-22,6732,17.5,33.7,0.0,1.4,62.5,14.7,28.51,1.5,7919.444444444444
1080,2020-06-23,4306,19.8,30.4,0.0,1.3,70.4,14.7,18.7,8.4,5194.444444444444
1081,2020-06-24,956,21.1,25.9,7.3,2.9,80.1,14.7,3.52,9.6,977.7777777777778
1082,2020-06-25,1743,19.2,22.1,1.4,3.3,93.8,14.7,5.8,9.3,1611.111111111111
1083,2020-06-26,5749,18.4,25.6,0.2,2.7,81.5,14.7,20.78,7.2,5772.222222222223
1084,2020-06-27,5262,18.9,29.5,0.0,1.3,73.0,14.7,21.0,5.8,5833.333333333333
1085,2020-06-28,6822,18.2,29.1,0.0,1.4,78.0,14.7,25.27,3.8,7019.444444444444
1086,2020-06-29,1795,18.3,26.3,66.7,1.8,88.3,14.7,7.07,9.1,1963.888888888889
1087,2020-06-30,1446,18.4,20.2,21.1,3.7,92.4,14.7,7.85,5.7,2180.5555555555557
1088,2020-07-01,2796,17.1,24.5,0.0,1.5,86.0,14.6,13.18,7.9,3661.1111111111113
1089,2020-07-02,5955,19.1,28.8,0.0,1.4,79.5,14.6,24.69,6.5,6858.333333333333
1090,2020-07-03,4721,18.8,27.4,0.0,1.4,76.6,14.6,11.62,9.3,3227.777777777778
1091,2020-07-04,5235,18.3,27.8,0.0,1.1,78.4,14.6,19.25,7.1,5347.222222222223
1092,2020-07-05,5326,17.7,27.5,0.0,0.9,79.9,14.6,18.2,7.4,5055.555555555556
1093,2020-07-06,4976,19.5,30.2,0.0,1.3,74.5,14.6,21.11,7.3,5863.888888888889
1094,2020-07-07,4419,19.6,27.2,0.0,1.2,83.5,14.6,13.76,5.4,3822.222222222222
1095,2020-07-08,5825,17.4,30.2,0.0,1.3,80.8,14.6,25.26,4.8,7016.666666666667
1096,2020-07-09,5543,20.0,32.1,0.0,1.3,77.1,14.5,20.43,5.3,5675.0
1097,2020-07-10,3773,22.3,30.4,0.9,2.2,73.6,14.5,18.12,8.4,5033.333333333333
1098,2020-07-11,4467,19.4,29.6,0.0,1.3,70.8,14.5,19.44,0.0,5400.0
1099,2020-07-12,1208,19.7,24.9,15.2,1.4,85.8,14.5,4.53,0.0,1258.3333333333333
1100,2020-07-13,476,17.8,19.7,88.2,3.7,95.3,14.5,2.87,6.0,797.2222222222222
1101,2020-07-14,2085,17.2,21.7,16.5,2.8,86.1,14.5,8.05,6.9,2236.1111111111113
1102,2020-07-15,5424,18.1,27.6,0.6,1.2,79.9,14.4,22.24,3.9,6177.777777777777
1103,2020-07-16,6492,16.4,28.9,0.0,0.8,76.1,14.4,23.71,3.1,6586.111111111111
1104,2020-07-17,6300,17.6,29.8,0.0,1.3,75.1,14.4,26.43,3.9,7341.666666666667
1105,2020-07-18,4489,19.0,29.1,0.0,1.3,78.5,14.4,17.82,7.4,4950.0
1106,2020-07-19,1963,20.8,28.6,20.5,2.4,82.5,14.4,5.62,9.3,1561.111111111111
1107,2020-07-20,1750,21.7,26.6,2.0,3.9,90.9,14.3,6.44,8.9,1788.888888888889
1108,2020-07-21,5681,21.1,29.5,0.0,1.1,78.3,14.3,18.56,7.1,5155.555555555556
1109,2020-07-22,608,20.6,26.2,2.4,1.0,87.9,14.3,8.43,10.0,2341.6666666666665
1110,2020-07-23,439,20.3,22.1,112.8,2.3,94.6,14.3,1.49,9.4,413.8888888888889
1111,2020-07-24,2508,18.8,24.3,24.1,2.9,81.4,14.2,12.09,9.0,3358.3333333333335
1112,2020-07-25,4583,21.1,29.6,0.0,1.9,69.3,14.2,20.93,6.9,5813.888888888889
1113,2020-07-26,2864,20.7,26.5,0.0,1.3,80.0,14.2,13.73,7.6,3813.8888888888887
